4,3,8,0,0,2.80234,0,32.2826,0,0,0.181436,0,2,4324.75,0
2,0,3,0,0,7.25686,3.42414,22.8871,3.26208,0,0.15504,0.638613,2,65.1302,0
2,0,3,0,0,16.0547,24.3314,9.66974,2.66706,0,0.109716,0.365521,2,83.0714,0
2,0,3,0,0,9.95274,16.8332,27.9182,18.7493,0,0.169489,0.887705,2,78.9774,0
4,0,5,0,0,4.32084,3.04405,91.8264,5.22213,0,0.321967,0,2,2062.86,0
3,0,4,0,0,8.8767,24.0514,65.3955,16.5712,0,0.262312,0.855009,2,1727.14,0
2,0,3,0,0,6.82486,7.95034,77.1295,26.4498,0,0.289068,0.852732,3,207.563,0
2,0,3,0,0,6.33533,11.0109,74.8754,10.4149,0,0.283968,0.506182,1,48.9498,0
4,0,5,0,0,18.3997,8.70575,16.1135,4.59637,0,0.133939,1,2,93.3273,0
3,0,4,0,0,9.62621,4.64061,88.2392,2.17854,0,0.313986,0.886112,2,203.98,0
3,0,4,0,0,10.2182,23.9427,95.8773,2.02621,0,0.330946,0.650459,2,4127.12,0
2,0,3,0,0,7.95582,8.18472,14.6761,1.35135,0,0.129012,0.494379,1,268.47,0
2,0,3,0,0,8.66006,26.2785,81.7823,6.18975,0,0.299544,0.575694,1,291.022,0
3,0,4,0,0,11.6049,26.4336,9.10013,2.06602,0,0.107245,0.452962,2,45.3348,0
3,0,4,0,0,6.71592,18.0515,46.2248,1.5712,0,0.216938,0.929,1,113.012,0
3,0,4,0,0,5.99926,7.9913,99.8775,14.5541,0,0.339784,0,2,870.842,0
3,0,4,0,0,9.8232,7.75584,13.5816,6.38861,0,0.125106,0.362465,2,819.496,0
2,0,3,0,0,43.7435,12.1011,3.90967,2.53239,0,0.0798804,0.881422,1,117.214,0
2,1,4,0,0,15.8794,6.36399,54.0797,41.1335,0,0.235851,0.713459,8,3656.33,0
2,1,4,0,0,9.43324,17.3583,38.5376,28.8139,0,0.197776,0.8104,3,187.421,0
3,0,4,0,0,8.90534,2.7056,34.714,2.8325,0,0.187885,0.453515,2,849.078,0
2,0,3,0,0,6.57417,21.3397,15.7993,10.5263,0,0.13288,0.760546,3,233.078,0
2,0,3,0,0,8.94524,28.8147,16.0764,4.00376,0,0.133814,0.479578,2,106.717,0
2,1,4,0,0,10.2204,7.54733,30.8907,24.2048,0,0.177681,0.845572,2,1029.83,0
2,0,3,0,0,5.12509,23.8945,66.4579,9.10131,0,0.264758,0,4,738.206,0
2,0,3,0,0,4.47348,3.34423,9.9518,4.96981,0,0.110915,0.910971,2,159.754,0
2,0,3,0,0,9.92031,15.0941,39.5304,8.1028,0,0.2003,0.824509,1,428.477,0
2,0,3,0,0,7.34157,5.74144,33.9589,5.13035,0,0.185897,0.710889,2,248.671,0
3,0,4,0,0,10.3051,3.47381,76.5367,8.02995,0,0.287728,0.884299,4,473.196,0
2,0,3,0,0,10.655,22.0216,64.1325,6.92979,0,0.259396,0.835492,1,300.702,0
3,0,4,0,0,9.4836,24.4377,21.2135,1.43082,0,0.150054,0.936946,3,240.319,0
2,0,3,0,0,7.26793,9.66626,19.1679,10.53,0,0.143795,0.653033,3,790.232,0
2,0,3,0,0,9.22251,16.1608,71.5829,26.0037,0,0.276488,0.50657,2,1139.65,0
2,0,3,0,0,21.9141,20.4248,20.2296,14.312,0,0.14707,0.990296,4,203.817,0
2,0,3,0,0,9.86455,6.67093,20.7316,10.5637,0,0.148598,0.576334,2,203.471,0
3,0,4,0,0,9.68771,3.68413,73.2166,7.08541,0,0.280205,0.804142,1,759.454,0
4,0,5,0,0,4.61128,4.07035,72.6969,4.15842,0,0.279024,0.789651,1,564.277,0
2,0,3,0,0,11.0892,6.33534,53.2858,13.6541,0,0.233963,0.612196,1,222.582,0
2,0,3,0,0,16.799,9.56085,15.251,1.75943,0,0.131009,0.544285,2,102.984,0
2,0,3,0,0,22.5464,7.99902,36.0553,14.653,0,0.191387,0.987665,1,9.56833,0
2,0,3,0,0,7.28404,12.1893,52.9007,12.3251,0,0.233045,0.369763,3,119.979,0
4,0,5,0,0,10.7605,2.52737,56.9995,4.0683,0,0.242757,0.683433,3,1383.04,0
2,0,3,0,0,9.52522,8.48146,26.47,4.25446,0,0.165408,0.578091,2,48.9374,0
2,0,3,0,0,7.33858,25.9332,8.11822,4.29041,0,0.102814,0,3,484.481,0
2,0,3,0,0,19.9934,23.5325,14.3162,11.9089,0,0.127744,0.983125,1,252.2,0
2,0,3,0,0,8.62297,2.61703,18.3926,1.05962,0,0.14136,0,2,869.153,0
2,0,3,0,0,10.868,4.27247,46.8474,6.12629,0,0.218457,0,1,2177.04,0
3,0,4,0,0,9.80555,23.1912,31.1727,1.52582,0,0.178446,0.775854,1,731.127,0
2,0,3,0,0,8.90785,31.4794,38.4745,8.20106,0,0.197615,0.730081,2,66.5311,0
2,0,3,0,0,7.00709,3.29094,37.4063,16.5932,0,0.194878,0.947998,2,130.528,0
2,0,3,0,0,10.4581,21.055,73.53,17.6315,0,0.280917,0.80927,1,415.156,0
2,0,3,0,0,9.70016,23.5661,76.1584,13.335,0,0.286873,0.822586,2,220.375,0
2,0,3,0,0,12.7339,20.9549,53.699,6.37569,0,0.234946,0.875062,1,148.845,0
2,0,3,0,0,8.49637,8.14464,40.1634,4.19592,0,0.2019,0.519187,2,127.372,0
2,0,3,0,0,9.92871,22.4415,81.1737,36.628,0,0.298178,0.474072,4,295.326,0
2,0,3,0,0,19.4734,8.93586,38.2222,11.8254,0,0.19697,0.981736,3,300.062,0
4,0,6,0,0,13.9129,3.32431,47.8375,1.61049,0,0.220865,0.736684,3,756.753,0
3,0,4,0,0,7.18996,21.1446,40.1774,21.6431,0,0.201936,0.706508,1,2264.29,0
2,1,4,0,0,9.14994,4.66285,47.846,10.5045,0,0.220886,0.600446,1,962.642,0
2,0,3,0,0,3.36686,34.8142,10.5172,2.81054,0,0.113271,0.568294,2,96.8588,0
2,0,3,0,0,10.0831,24.769,30.8285,14.1928,0,0.177512,0.814375,1,438.51,0
2,0,3,0,0,7.42014,6.9303,14.2367,7.0128,0,0.127461,0.464498,5,865.187,0
2,1,4,0,0,7.29772,21.2475,22.0252,11.2715,0,0.152485,0.574825,2,1127.08,0
2,0,3,0,0,8.10501,17.4853,57.9021,15.806,0,0.24488,0.901612,3,236.039,0
4,0,5,0,0,7.88754,7.3272,38.5751,8.04909,0,0.197871,0.43022,2,364.915,0
2,0,3,0,0,6.10149,9.18171,14.5672,13.2334,0,0.12863,0.341108,1,23.5017,0
3,0,5,0,0,4.17106,4.85086,18.0865,6.01548,0,0.140387,0.461872,2,77.6523,0
4,0,5,0,0,9.2907,8.36585,81.621,11.2193,0,0.299182,0.87788,5,2275.5,0
2,0,3,0,0,8.34392,9.25014,30.8826,12.1267,0,0.177659,0.796612,1,583.619,0
2,2,5,0,0,21.8498,23.9135,60.5001,43.7523,0,0.25096,0.978119,3,533.392,0
2,0,3,0,0,18.053,23.7877,14.7095,12.1584,0,0.12913,0.984227,1,284.687,0
2,0,3,0,0,8.65307,6.1054,42.0975,3.67831,0,0.206753,0.436097,3,1138.3,0
2,1,4,0,0,7.06481,5.76406,26.3659,11.1121,0,0.165112,0,2,2880.98,0
2,0,3,0,0,10.3948,34.4361,6.40561,3.23664,0,0.0944686,0.534776,2,117.079,0
2,0,3,0,0,6.79365,21.9904,51.6257,45.9908,0,0.229998,0.861495,1,1518.99,0
4,0,5,0,0,12.0164,11.6923,93.5256,13.6401,0,0.325737,0.769701,3,1250.51,0
3,0,4,0,0,6.53812,1.94705,21.1748,5.9012,0,0.149938,0,2,1083.74,0
2,0,3,0,0,10.4142,3.98895,69.7152,3.84018,0,0.272227,0,1,76.56,0
2,0,3,0,0,9.9783,23.2362,32.9512,7.65779,0,0.183223,0.826514,1,180.281,0
3,0,4,0,0,4.98934,6.61675,80.3749,13.2758,0,0.296382,0,2,298.546,0
2,0,3,0,0,6.69895,23.2963,33.5857,11.0171,0,0.184909,0.46318,2,37.0872,0
3,0,4,0,0,19.6033,16.4366,13.0059,4.59262,0,0.122989,0.870397,2,395.713,0
2,0,3,0,0,11.129,18.852,41.8254,7.55155,0,0.206073,0.770753,2,138.907,0
2,0,3,0,0,9.11228,3.34438,25.1075,4.5237,0,0.161512,0.484636,3,169.368,0
2,0,3,0,0,18.0361,1.7736,68.2105,11.4086,0,0.268783,0.498197,2,2137.51,0
3,0,4,0,0,8.99622,10.7151,70.7208,7.87379,0,0.274523,0.568963,2,327.227,0
7,0,8,0,0,6.82257,27.0034,60.2891,2.93364,0,0.250468,0.925044,4,889.261,0
3,0,4,0,0,9.11753,27.2874,45.6033,5.00518,0,0.215417,0.872767,1,787.951,0
3,0,4,0,0,11.9658,20.9531,65.1172,1.71108,0,0.26167,0.932558,3,478.489,0
3,0,4,0,0,8.59954,15.2511,69.3566,0.840466,0,0.271407,0.889336,2,105.331,0
3,0,4,0,0,23.4748,37.6296,18.7728,3.4019,0,0.142558,0.577307,1,392.154,0
2,1,4,0,0,7.53515,14.9824,83.5797,54.427,0,0.303575,0.72704,3,2019.5,0
3,0,4,0,0,6.63958,5.13931,24.7635,16.3088,0,0.16052,0.429711,1,24.885,0
2,0,3,0,0,6.50471,5.66266,21.0327,16.0345,0,0.149509,0.657324,1,20.652,0
2,0,3,0,0,18.0634,11.7941,19.7264,4.4299,0,0.145526,0,1,33.5468,0
2,0,3,0,0,4.08834,2.56466,45.4622,3.36619,0,0.215071,0,2,406.812,0
3,0,4,0,0,20.2226,8.83722,49.1652,8.02164,0,0.22408,0.953587,2,256.205,0
2,1,3,0,0,10.8152,5.14694,44.8789,11.0486,0,0.213639,0,4,1406.04,0
2,0,3,0,0,6.5538,2.24641,59.4691,14.7987,0,0.248552,0.548327,2,570.794,0
7,0,8,0,0,7.8662,12.3327,53.1555,3.61538,0,0.233652,0.788717,4,3962.59,0
2,0,3,0,0,8.60721,7.46052,72.7326,10.5726,0,0.279105,0.734111,1,889.387,0
4,0,5,0,0,19.1563,21.995,42.21,8.3078,0,0.207033,0.428747,2,983.063,0
2,1,4,0,0,9.33057,5.18896,44.0254,7.96231,0,0.211537,0,1,451.253,0
2,0,3,0,0,18.2313,15.3645,21.9909,3.74579,0,0.152382,0.404819,3,317.39,0
3,0,4,0,0,8.54885,19.2823,43.6825,5.5297,0,0.210689,0.805992,2,286.711,0
3,0,4,0,0,6.0986,2.67899,26.0492,2.63695,0,0.164211,0.882325,2,102.985,0
2,0,3,0,0,8.73776,10.1415,33.477,21.9362,0,0.184621,0.457944,2,522.518,0
2,0,3,0,0,20.0805,28.1859,8.46975,5.38372,0,0.104426,0.885565,1,355.692,0
2,0,3,0,0,8.34568,4.29227,50.3922,6.41859,0,0.227038,0.425656,2,690.337,0
2,0,3,0,0,19.6959,3.67996,32.0452,7.47216,0,0.180799,0.994632,1,55.1993,0
2,0,3,0,0,22.3532,8.83105,28.0102,17.7722,0,0.169746,0.86772,2,296.111,0
3,0,4,0,0,7.22694,39.6082,53.4105,0.826044,0,0.234259,0,1,223.888,0
2,0,3,0,0,3.81142,21.6249,4.50648,0.818523,0,0.0837482,0.486295,1,11.4043,0
4,0,5,0,0,10.1237,1.3422,96.3429,0.951434,0,0.331977,0.86855,3,750.972,0
3,1,5,0,0,9.90801,4.00328,55.1037,8.69479,0,0.23828,0,1,583.726,0
3,1,5,0,0,21.1777,10.969,9.17249,6.75799,0,0.107563,0.998431,3,441.536,0
2,0,3,0,0,7.00292,16.4578,21.9915,14.3097,0,0.152384,0.314649,3,323.015,0
2,0,3,0,0,6.30449,21.7837,19.3227,10.4982,0,0.144276,0.572721,1,163.44,0
2,0,3,0,0,8.26366,20.8359,15.8866,12.6596,0,0.133175,0.954437,3,449.316,0
2,0,3,0,0,17.5852,2.70273,13.2531,3.77226,0,0.123903,0.844626,2,37.798,0
2,0,3,0,0,9.69658,38.752,8.74137,2.16583,0,0.105652,0.582196,2,27.8864,0
3,0,4,0,0,7.13872,14.4105,40.9889,7.74456,0,0.203978,0.877536,3,119.382,0
2,0,3,0,0,18.5697,15.818,84.0862,6.99641,0,0.304709,0,3,1660.6,0
3,0,4,0,0,1.41635,26.0982,97.6823,4.68881,0,0.334938,0.343141,4,151.949,0
2,0,3,0,0,9.68818,14.6649,57.7792,2.50096,0,0.244591,0.881672,5,607.891,0
2,0,3,0,0,8.39928,5.12945,27.6541,12.0068,0,0.168749,0,2,1049.25,0
2,0,3,0,0,19.1309,24.6532,15.7951,0.690348,0,0.132866,0.960734,3,504.234,0
3,0,4,0,0,8.54673,32.0914,41.2757,3.02403,0,0.204698,0.382929,3,97.7406,0
2,0,3,0,0,9.00108,22.5561,35.1408,8.31467,0,0.189004,0.921035,2,549.171,0
2,0,3,0,0,19.9113,15.8955,64.9044,2.33664,0,0.261179,0.570365,3,153.008,0
2,0,3,0,0,9.43506,23.1469,61.3451,7.38538,0,0.252929,0.906157,2,78.7225,0
